,indpro,payems,pi_transfer,real_manf_trade,personal_consump,capacity_util
2004-11-01,0.0024803554509942316,0.0005586339281364872,-0.0030944762933184933,0.0018278138517420217,0.0017936083676275416,-0.06380000000000052
2004-12-01,0.007936241000935595,0.0009580098268653359,0.03702461875234775,0.015468315678328182,0.006536550553424725,0.5290999999999997
2005-01-01,0.0035900791158702816,0.0011378580110985581,-0.03397625834826634,0.003610332137123251,-0.0020981857133781645,0.39459999999999695
2005-02-01,0.007232846062771081,0.0019035801320317347,-0.0004889592185506331,0.00032025044886019316,0.004418752771057299,0.5534999999999997
2005-03-01,-0.0013521797796176571,0.0009016184661163607,0.0037854934794818718,-0.006844296177876075,0.0015985603776709212,-0.5052000000000021
2005-04-01,0.0021501954438223336,0.0027449262380709882,0.0029191204624083866,0.014994054536343171,0.00646878195942957,0.1979999999999933
2005-05-01,0.0008997205268519437,0.0012649276224525607,0.0049649220786118775,-0.001913375122768457,-0.0013629857746124685,0.060000000000002274
2005-06-01,0.004487529157463754,0.0019354579587371745,0.0029689827095147336,0.009425967339701913,0.008758161590810332,0.0018000000000029104
2005-07-01,-0.003171466288216962,0.00262443859442385,0.0029964609726356173,-0.0006576335043284587,0.007156174131843329,-0.4451999999999998
2005-08-01,0.003253788346562203,0.0015029652906211055,-6.346817299807128e-05,0.0024580095600921226,-0.004443409475758386,0.24110000000000298
2005-09-01,-0.0195638287695461,0.0003716726053184516,-0.0027511332856100523,-0.004835840792269508,-0.003941502375917949,-1.0345999999999975
2005-10-01,0.012064329407210472,0.0006612356431467958,0.00750912726414299,-0.00011836370644324745,0.0026913242793478176,0.9427000000000021
2005-11-01,0.01117751662149491,0.0026405789010119918,0.006933512189585045,0.01364342485327441,0.0029434702231876386,0.5504999999999995
2005-12-01,0.005151693564231508,0.0011993072107774339,0.004310274410554982,0.005736775154536744,0.0038947962563389282,-0.05290000000000816
2006-01-01,0.0015766002009156566,0.00198088657679385,0.009166634628037684,0.0052405420678312,0.005177735086814295,0.45759999999999934
2006-02-01,0.0004215001803382634,0.002256971012647213,0.007030989862487402,0.0023672550538282877,0.002090478086955727,-0.36239999999999384
2006-03-01,0.002252114659746063,0.0022445377030511082,0.004546398093545179,0.0016848898837427129,0.0020983038282791355,-0.15860000000000696
2006-04-01,0.0030320784432706915,0.0012635539866892032,0.0010744470470882561,-0.009494221571543449,0.0017776700164136017,0.14220000000000255
2006-05-01,0.0002541145564114444,0.00028628160762877997,-0.0014678260465963433,0.008184545527059939,0.0016773632870936694,-0.33660000000000423
2006-06-01,0.0031614092164247154,0.0006456678116784076,0.0008914370204564648,-0.002756493010446448,0.0005463585340521604,0.06750000000000966
2006-07-01,-0.0005127465055316804,0.0014072843937125157,-0.001459924465635254,-0.004350356327577742,0.005628294238094966,-0.39990000000000236
2006-08-01,0.004379138878333855,0.0011931734335064448,-0.001409492859776762,0.005591965731383652,-0.0033247323993936817,0.4131
2006-09-01,-0.0016629623569395235,0.0009798259033821921,0.006296661576772777,-0.000181281080932294,0.006181205695591885,-0.07860000000000866
2006-10-01,-0.0011474759561265202,0.00012423767413771714,0.00659461286548968,0.0007249272301095289,0.004311412689214755,-0.5319999999999965
2006-11-01,-0.0004204326283367976,0.0015845028743814993,0.005373597836090482,0.0005795636476175758,0.00035944502076468154,-0.08069999999999311
2006-12-01,0.010141747096689357,0.0013780082309207131,0.0050282407600921175,0.015868534239659837,0.0057812605031006825,0.9588999999999999
2007-01-01,-0.0033888659943164257,0.0016234656176923323,-0.001438960085895502,-0.00611752905941465,0.0019751565128647286,-0.44599999999999795
2007-02-01,0.009378469307674386,0.0006399255577758112,0.004020466998818861,0.005982241810761124,-0.00024965375531582623,0.05369999999999209
2007-03-01,0.0017786154493029116,0.0016270559693793984,0.004412423254899878,0.0012533389598416989,0.001117013175689685,0.4502999999999986
2007-04-01,0.006700319901752572,0.0004571329139118063,0.0030551218229977195,-0.0017257727033150871,0.0009615328285166314,0.299500000000009
2007-05-01,0.0009559214748104949,0.0010513380149710372,0.0008469911148800691,0.00666953497944256,0.001470187476553697,-0.20820000000000505
2007-06-01,0.0005768477837078123,0.0005650904657326095,-0.00031330310638111314,-0.0011383288098905098,4.738943453475031e-05,0.10880000000000223
2007-07-01,-0.0012002567099926864,-0.0001883280100010154,0.00035563383638148593,-0.0059762921721358,0.0030400733157920357,-0.18959999999999866
2007-08-01,0.0019240393848489745,-0.0002245912991192256,-0.001135083516619062,0.012473825738407385,0.004207703819537834,-0.40090000000000714
2007-09-01,0.002220126784417964,0.0006229356404716668,0.0008217936743832865,0.00048439663342669803,0.0008464713234239696,0.05710000000000548
2007-10-01,-0.002824061214514728,0.000550178459914008,-0.0014152604703792093,0.005298601927520963,0.0007870455071863347,-0.25150000000000716
2007-11-01,0.005320711796714228,0.0008319317572400564,-0.000568362579716819,-0.00243066179988638,0.00208795280602736,0.2717000000000098
2007-12-01,0.00034876070631284506,0.0007589858867707022,0.003422253045696877,-0.008178672245351848,-0.000632963344425086,0.023499999999998522
2008-01-01,-0.0013243734009682484,-2.890319597348423e-05,0.00041427998309728764,0.00501531811766931,-0.00016416702859345378,-0.2372000000000014
2008-02-01,-0.003929670898134674,-0.0004481063966270682,0.0009293916533703594,-0.009603096304960701,-0.003465515747414827,-0.5972000000000008
2008-03-01,-0.003050488801082274,-0.0005061680296662985,0.0002955344762476386,-0.013341918986307988,0.0024916858794759023,-0.33660000000000423
2008-04-01,-0.006472955790125745,-0.0015852395112680995,-0.0059018702452764416,0.010138667006017954,0.0016186167882086266,-0.752600000000001
2008-05-01,-0.006076205184033512,-0.001370106524429815,-0.003948336448784673,-0.00693712517688283,0.001861685538252722,-0.452699999999993
2008-06-01,-0.0023354873224965544,-0.0010959859707622144,-0.005085980951816893,-0.0013377731630122014,-0.0018499659871116236,-0.48629999999999995
2008-07-01,-0.003580204065057657,-0.001475307047822838,-0.003880999161474108,-0.01739528633226861,-0.004828345014150415,-0.6843000000000075
2008-08-01,-0.01582441580561067,-0.002082211681726065,0.004823215666860392,-0.007371274678428463,-0.000117768984496891,-0.9044999999999987
2008-09-01,-0.04504760056956236,-0.0032923222339604763,-0.00015412014552040887,-0.02490385622480673,-0.006664721863145928,-2.5138999999999925
2008-10-01,0.009892320608246408,-0.003435259063124363,0.006103800306963336,-0.009362175033537312,-0.0015425143664575813,-0.40050000000000807
2008-11-01,-0.013288653060593347,-0.005518128131400957,0.005313608006852988,-0.027664146422141656,-0.003068362618562581,-1.7124000000000024
2008-12-01,-0.028604196853907915,-0.005133375179349642,-0.0112290424725483,-0.005446870837385376,-0.002910550406759249,-2.2564999999999884
2009-01-01,-0.02525918032014296,-0.005711623925154896,-0.01768031441090656,-0.021429287867297475,0.0045410469982059,-2.106100000000012
2009-02-01,-0.006104174649481209,-0.0056919266452055695,-0.01575637940329422,0.006187474504690371,-0.004111088434809673,0.02360000000000184
2009-03-01,-0.015779695625957935,-0.006199890444763767,-0.006313931559722263,-0.020849622358856124,-0.004140049467579843,-1.1011000000000024
2009-04-01,-0.008325115063071209,-0.005084833668103528,-0.0008555768981430845,-0.007818099380612509,-0.0014878990973778983,-0.37009999999999366
