,delta_s,s
2021-11-23,0.6111399474132141,0.6737531472846021
2021-11-24,0.5584416328837156,1.2321947801683177
2021-11-26,-0.24483577528954603,0.9873590048787717
2021-11-29,-3.5222283358377338,-2.534869330958962
2021-11-30,1.3949457812310102,-1.1399235497279518
2021-12-01,-1.0633610827110764,-2.2032846324390283
2021-12-02,0.061472743265784224,-2.141811889173244
2021-12-03,0.6993020280970463,-1.4425098610761977
2021-12-06,-0.13025026279001928,-1.572760123866217
2021-12-07,1.5639418156037148,-0.008818308262502184
2021-12-08,0.8573653873587745,0.8485470790962724
2021-12-09,-0.00574630959152056,0.8428007695047518
2021-12-10,-0.40050397313613395,0.44229679636861785
2021-12-13,0.3350491582966185,0.7773459546652364
2021-12-14,-0.058846259312307136,0.7184996953529292
2021-12-15,-0.032722530189788435,0.6857771651631408
2021-12-16,0.0959485525588214,0.7817257177219622
2021-12-17,0.16266255405443786,0.9443882717764001
2021-12-20,-0.5613666847771052,0.3830215869992949
2021-12-21,-1.0710142153139577,-0.6879926283146628
2021-12-22,1.1304375216926563,0.4424448933779934
2021-12-23,0.06427851717540556,0.506723410553399
2021-12-27,0.35222927520236536,0.8589526857557643
2021-12-28,0.3379686431546143,1.1969213289103786
2021-12-29,0.10570006846005575,1.3026213973704344
2021-12-30,0.19810499089646139,1.5007263882668957
2021-12-31,-0.16679212079972938,1.3339342674671664
2022-01-03,-0.9353378650847831,0.39859640238238325
2022-01-04,0.3861183232109998,0.7847147255933831
2022-01-05,0.30108234167264647,1.0857970672660295
2022-01-06,0.08542168324439992,1.1712187505104295
2022-01-07,0.6554936095557942,1.8267123600662236
2022-01-10,-0.21821627032085167,1.608496089745372
2022-01-11,-0.2781306108465096,1.3303654788988624
2022-01-12,0.5846768866044592,1.9150423655033215
2022-01-13,-0.18581772659376705,1.7292246389095545
2022-01-14,0.0822383760049401,1.8114630149144946
2022-01-18,0.5070448937977117,2.3185079087122062
2022-01-19,0.446904121118203,2.7654120298304092
2022-01-20,0.22009830258802454,2.9855103324184338
2022-01-21,-0.2763088376971825,2.7092014947212513
2022-01-24,-0.601958777527277,2.1072427171939743
2022-01-25,-0.46217875787208107,1.6450639593218932
2022-01-26,0.503343813066192,2.1484077723880852
2022-01-27,0.23927122929985822,2.3876790016879434
2022-01-28,-1.1691996574857326,1.2184793442022108
2022-01-31,-0.05678854108186249,1.1616908031203483
2022-02-01,0.1297788141466556,1.291469617267004
2022-02-02,-0.0786919840928102,1.2127776331741937
2022-02-03,-0.5074846013588299,0.7052930318153638
2022-02-04,0.9550498286859317,1.6603428605012955
2022-02-07,0.5696920157388368,2.2300348762401323
2022-02-08,-0.20801479877838025,2.022020077461752
2022-02-09,-0.719680863344506,1.302339214117246
2022-02-10,0.02526143446470841,1.3276006485819545
2022-02-11,-0.23927320899128635,1.0883274395906681
2022-02-14,0.9202286020392585,2.0085560416299266
2022-02-15,0.0784329079773376,2.086988949607264
2022-02-16,-1.0317112241024362,1.055277725504828
2022-02-17,0.2256006784485043,1.2808784039533323
2022-02-18,-0.5521738937072411,0.7287045102460912
2022-02-22,-0.12551280025018252,0.6031917099959087
2022-02-23,0.1767728826413847,0.7799645926372933
2022-02-24,-0.09537389325336654,0.6845906993839268
2022-02-25,0.3395887556312691,1.024179455015196
2022-02-28,0.09886338583568066,1.1230428408508766
2022-03-01,1.5404868344606772,2.663529675311554
2022-03-02,2.2850708742295405,4.948600549541094
2022-03-03,1.1418270701939148,6.090427619735009
2022-03-04,-1.0942380688896565,4.996189550845353
2022-03-07,1.1081327722828558,6.104322323128208
2022-03-08,0.6638408026100926,6.768163125738301
2022-03-09,0.4709553359858436,7.239118461724145
2022-03-10,-3.309704108239509,3.9294143534846357
2022-03-11,-1.1876120927946578,2.741802260689978
2022-03-14,0.7792705160122506,3.5210727767022285
2022-03-15,-1.5509684670504713,1.9701043096517572
2022-03-16,-1.4251449472434385,0.5449593624083187
2022-03-17,-0.6198211419656737,-0.07486177955735507
2022-03-18,1.624144451961457,1.549282672404102
2022-03-21,0.3578591235687263,1.9071417959728283
2022-03-22,1.6457941819656212,3.5529359779384495
2022-03-23,-0.45908364151615677,3.0938523364222927
2022-03-24,0.3561058919775384,3.449958228399831
2022-03-25,-0.9054848609544428,2.5444733674453883
2022-03-28,0.3980235888033379,2.942496956248726
2022-03-29,-2.066489810205991,0.8760071460427354
2022-03-30,-0.3823409416498467,0.4936662043928887
2022-03-31,0.09422371317800021,0.5878899175708889
2022-04-01,-1.8170602689441462,-1.2291703513732573
2022-04-04,-0.014902602752115968,-1.2440729541253732
2022-04-05,0.9750699462442579,-0.2690030078811153
2022-04-06,-0.40233380123134777,-0.6713368091124631
2022-04-07,-1.4047302202554661,-2.076067029367929
2022-04-08,-0.11987583280391467,-2.1959428621718438
2022-04-11,0.7141053020534183,-1.4818375601184255
2022-04-12,-0.8675715829551511,-2.3494091430735766
2022-04-13,1.7282457197927905,-0.6211634232807861
2022-04-14,1.07003032586424,0.44886690258345396
2022-04-18,0.4648895997453353,0.9137565023287892
2022-04-19,0.05366771582323471,0.967424218152024
2022-04-20,-1.1339270205379623,-0.1665028023859384
2022-04-21,0.2691599980388372,0.10265719565289882
2022-04-22,0.13382839534910407,0.2364855910020029
2022-04-25,-0.27890804559379245,-0.04242245459178953
2022-04-26,-0.43327323740000256,-0.4756956919917921
2022-04-27,0.9258294507555733,0.4501337587637812
2022-04-28,-0.05457961745611989,0.3955541413076613
2022-04-29,1.4638260888685926,1.8593802301762539
2022-05-02,-0.524052457204049,1.3353277729722048
2022-05-03,3.69229113833906,5.027618911311265
2022-05-04,-1.2931786943729646,3.7344402169383004
2022-05-05,1.0603612439861765,4.794801460924477
2022-05-06,-0.437142295630208,4.357659165294269
2022-05-09,0.4124881472470179,4.770147312541287
2022-05-10,-1.2365860890862206,3.533561223455066
2022-05-11,-1.1097134265234407,2.4238477969316254
2022-05-12,1.1387867679868573,3.5626345649184827
2022-05-13,0.43647068004648926,3.999105244964972
2022-05-16,0.7305493248932597,4.729654569858232
2022-05-17,0.41075119450794073,5.1404057643661725
2022-05-18,-0.8819109118697925,4.25849485249638
2022-05-19,-0.7366333219871728,3.521861530509207
2022-05-20,0.28909924898545647,3.8109607794946636
2022-05-23,0.1789098258634998,3.9898706053581634
2022-05-24,-1.020800461426309,2.9690701439318543
2022-05-25,-0.15443868957915452,2.8146314543527
2022-05-26,-0.07503837994466744,2.7395930744080323
2022-05-27,0.8450404281303912,3.5846335025384235
2022-05-31,-1.9863068821799517,1.5983266203584718
2022-06-01,-0.10827019738190802,1.4900564229765638
2022-06-02,2.1578361194350935,3.6478925424116575
2022-06-03,-0.0945730630093049,3.5533194794023526
2022-06-06,0.4545721968882894,4.007891676290642
2022-06-07,-0.3790228398048292,3.628868836485813
2022-06-08,-0.19198650090976477,3.436882335576048
2022-06-09,0.38175077893992126,3.8186331145159693
2022-06-10,-0.4078840912000099,3.4107490233159594
2022-06-13,-0.4763903628697963,2.934358660446163
2022-06-14,-0.13365924985520294,2.80069941059096
2022-06-15,0.12010948796727927,2.9208088985582394
2022-06-16,-0.6358173040687687,2.2849915944894708
2022-06-17,0.3550459176376921,2.640037512127163
2022-06-21,-1.5847024601072102,1.0553350520199527
2022-06-22,0.05474207556545574,1.1100771275854084
2022-06-23,-1.114002721353488,-0.003925593768079549
2022-06-24,-0.09184406934775317,-0.09576966311583272
2022-06-27,0.6780733801667579,0.5823037170509252
2022-06-28,0.36067296937093796,0.9429766864218632
2022-06-29,0.44988881393404867,1.3928655003559118
2022-06-30,-0.9464719994612181,0.44639350089469376
2022-07-01,-0.44634063373819033,5.286715650343332e-05
2022-07-05,3.8742960458057016,3.8743489129622053
2022-07-06,-1.9572014726406186,1.9171474403215867
2022-07-07,-0.33682242942111773,1.580325010900469
2022-07-08,0.4048115098785574,1.9851365207790264
2022-07-11,0.5031271066935159,2.4882636274725423
2022-07-12,-0.13237381617307964,2.3558898112994626
2022-07-13,-1.8650687002993787,0.49082111100008396
2022-07-14,-0.21294990253631435,0.2778712084637696
2022-07-15,0.14933930367713477,0.4272105121409044
2022-07-18,0.30583196611948354,0.7330424782603879
2022-07-19,0.8655960677713552,1.5986385460317432
2022-07-20,0.4139143219186949,2.012552867950438
2022-07-21,-0.8042999807097111,1.208252887240727
2022-07-22,-1.4591674238885266,-0.2509145366477996
2022-07-25,-0.5922841202612236,-0.8431986569090232
2022-07-26,0.38071215461418567,-0.4624865022948375
2022-07-27,-0.4352262630677621,-0.8977127653625996
2022-07-28,0.6531728665819652,-0.24453989878063442
2022-07-29,-1.4131946767241494,-1.6577345755047839
2022-08-01,0.39557499190098744,-1.2621595836037964
2022-08-02,3.44008893360749,2.1779293500036934
2022-08-03,0.23654126241538664,2.41447061241908
2022-08-04,-1.2367900826193348,1.1776805297997452
2022-08-05,-0.7279057467686113,0.44977478303113394
2022-08-08,-0.0852980100251528,0.36447677300598114
2022-08-09,0.5655848523625474,0.9300616253685285
2022-08-10,-0.10679611035881975,0.8232655150097088
2022-08-11,0.12897211423314103,0.9522376292428498
2022-08-12,0.3686885833988478,1.3209262126416976
2022-08-15,-0.6131386656418607,0.7077875469998369
2022-08-16,-0.576673291562631,0.1311142554372059
2022-08-17,-1.0022475328621008,-0.8711332774248949
2022-08-18,0.7488524433391323,-0.12228083408576262
2022-08-19,0.8566456279172653,0.7343647938315027
2022-08-22,0.1397422223737551,0.8741070162052578
2022-08-23,-0.17262960817540574,0.701477408029852
2022-08-24,1.173089094513039,1.874566502542891
2022-08-25,0.07989892974511581,1.9544654322880068
2022-08-26,-0.9600374611657297,0.9944279711222771
2022-08-29,0.28537644996186107,1.2798044210841382
2022-08-30,1.2644725374469004,2.5442769585310385
2022-08-31,-2.2956414698102843,0.24863548872075425
2022-09-01,-0.43901962549882756,-0.19038413677807328
2022-09-02,0.7635434423363083,0.573159305558235
2022-09-06,0.1596439199628753,0.7328032255211103
2022-09-07,0.06303447896653214,0.7958377044876425
2022-09-08,-1.4671315731144947,-0.6712938686268524
2022-09-09,0.36005827841026344,-0.3112355902165889
2022-09-12,0.8656069420547929,0.5543713518382041
2022-09-13,0.02750289609333012,0.5818742479315342
2022-09-14,-0.05048734073895045,0.5313869071925837
2022-09-15,0.19680684948788196,0.7281937566804657
2022-09-16,-0.9046046640728056,-0.1764109073923399
2022-09-19,-0.00013385994972131554,-0.1765447673420612
2022-09-20,0.13828672070511536,-0.03825804663694585
2022-09-21,-0.22093268434671307,-0.2591907309836589
2022-09-22,-1.2821378152478655,-1.5413285462315245
2022-09-23,0.9716735181781112,-0.5696550280534133
2022-09-26,-1.014212250937348,-1.583867278990761
2022-09-27,-0.28357438884946773,-1.8674416678402288
2022-09-28,0.5332317781983584,-1.3342098896418704
2022-09-29,1.1581984441349955,-0.17601144550687486
2022-09-30,-0.10696324836352672,-0.2829746938704016
2022-10-03,-1.9442867010696718,-2.2272613949400735
2022-10-04,6.182178431210934,3.95491703627086
2022-10-05,0.20830322876763585,4.163220265038496
2022-10-06,0.17363310164280676,4.336853366681303
2022-10-07,-0.10389835975332407,4.232955006927979
2022-10-11,1.1630004215307164,5.395955428458695
2022-10-12,-0.9137886405846984,4.482166787873997
2022-10-13,-0.7851799845962169,3.6969868032777797
2022-10-14,-0.19170706438425533,3.5052797388935244
2022-10-17,-0.9832469038024851,2.5220328350910393
2022-10-18,0.051406367845924006,2.5734392029369633
2022-10-19,-0.7316226600797904,1.841816542857173
2022-10-20,0.7947434969746003,2.6365600398317732
2022-10-21,-0.1372770841054547,2.4992829557263185
2022-10-24,-0.25183612569447833,2.24744683003184
2022-10-25,-0.35127300631052827,1.896173823721312
2022-10-26,0.025233542995223956,1.921407366716536
2022-10-27,0.4933109388182346,2.4147183055347705
2022-10-28,0.3779648770441697,2.79268318257894
2022-10-31,-2.5186805328406763,0.27400264973826394
2022-11-01,-0.6826842116644555,-0.40868156192619154
2022-11-02,5.498457717802024,5.089776155875833
2022-11-03,-0.2843563206338384,4.805419835241994
2022-11-04,-0.812496578209474,3.9929232570325204
2022-11-07,0.33178193815885804,4.324705195191378
2022-11-08,-0.7204028580574344,3.604302337133944
2022-11-09,-0.9135830365713153,2.6907193005626286
2022-11-10,-1.0035984435406418,1.6871208570219869
2022-11-14,0.03337921118171572,1.7205000682037026
2022-11-15,-1.0486128828385326,0.67188718536517
2022-11-16,0.21935522853081935,0.8912424138959893
2022-11-17,-0.46519207015024994,0.4260503437457394
2022-11-18,-1.1801620776120278,-0.7541117338662885
2022-11-21,-0.3421291461643071,-1.0962408800305956
2022-11-22,-0.04600170741352172,-1.1422425874441173
2022-11-23,0.35299310519137805,-0.7892494822527393
2022-11-25,-0.9514015733715367,-1.740651055624276
2022-11-28,-0.28406493717722414,-2.0247159928015
2022-11-29,0.6388880277814011,-1.385827965020099
2022-11-30,-1.6166333828905237,-3.002461347910623
2022-12-01,0.9766109610867848,-2.025850386823838
2022-12-02,2.761630732874022,0.7357803460501839
2022-12-05,-0.5552341102555199,0.180546235794664
2022-12-06,-0.5295246819382492,-0.3489784461435852
2022-12-07,-0.8200715653234709,-1.1690500114670561
2022-12-08,-0.7842889942354996,-1.9533390057025557
2022-12-09,-0.12680021033760824,-2.080139216040164
2022-12-12,-0.05349418136737949,-2.1336333974075434
2022-12-13,0.851051876312293,-1.2825815210952505
2022-12-14,0.80031110157226,-0.48227041952299043
2022-12-15,0.8217276670384374,0.3394572475154469
2022-12-16,-0.25092844076383214,0.08852880675161479
2022-12-19,-0.4625699438346808,-0.374041137083066
2022-12-20,0.7536086402519261,0.37956750316886007
2022-12-21,0.24335644217440394,0.622923945343264
2022-12-22,1.065631141912561,1.688555087255825
2022-12-23,-0.2465741108360342,1.4419809764197908
2022-12-27,0.5321104441895985,1.9740914206093894
2022-12-28,-0.619877836148411,1.3542135844609784
2022-12-29,-0.18081061448716818,1.1734029699738102
2022-12-30,-1.5905046322428482,-0.417101662269038
2023-01-03,0.5491064478471794,0.13200478557814138
2023-01-04,1.3034570744062017,1.4354618599843432
2023-01-05,-1.6585762280208722,-0.22311436803652906
2023-01-06,0.351351024368058,0.12823665633152892
2023-01-09,0.06479103438303602,0.19302769071456494
2023-01-10,0.1550849445801017,0.34811263529466663
2023-01-11,0.1469347650798013,0.4950474003744679
2023-01-12,0.5665263281716321,1.0615737285461
2023-01-13,0.1300876071255297,1.1916613356716297
2023-01-17,0.28097216664464075,1.4726335023162704
2023-01-18,0.07062985583684722,1.5432633581531177
2023-01-19,-0.1341957825719604,1.4090675755811573
2023-01-20,0.2499577842009808,1.659025359782138
2023-01-23,0.212315985534002,1.87134134531614
2023-01-24,-0.2722157418259883,1.5991256034901518
2023-01-25,-0.3337987258823456,1.2653268776078062
2023-01-26,0.08692697183542375,1.35225384944323
2023-01-27,0.255710016661012,1.607963866104242
2023-01-30,-0.6138174757848703,0.9941463903193716
2023-01-31,1.1820597772875154,2.176206167606887
2023-02-01,0.21297859168497624,2.3891847592918634
2023-02-02,1.1427128543813394,3.5318976136732028
2023-02-03,-0.26802237994075373,3.263875233732449
2023-02-06,-1.0475379560415954,2.2163372776908536
2023-02-07,-0.06382892400524787,2.152508353685606
2023-02-08,0.6555132278537839,2.8080215815393896
2023-02-09,0.46279427280279295,3.2708158543421826
2023-02-10,-0.3768434907666949,2.8939723635754877
2023-02-13,0.5048083754882251,3.398780739063713
2023-02-14,0.06997846634302363,3.4687592054067364
2023-02-15,-0.8536563853929384,2.615102820013798
2023-02-16,0.0005354656997567098,2.6156382857135547
2023-02-17,-0.2432769675286548,2.3723613181849
2023-02-21,-0.728277576982391,1.6440837412025089
