,cpi,price_index,oil_price,ppi,hour_earnings
1955-05-01,-0.0007468260242560198,,,-0.006849341845574841,
1955-06-01,-0.0022438304103920004,,,0.006849341845574841,
1955-07-01,0.0018702081381585245,,,0.0,
1955-08-01,-0.0014958865915830621,,,0.003407158321614201,
1955-09-01,0.00485347228642885,,,0.0067796869853786745,
1955-10-01,-0.0011179431013412788,,,0.0,
1955-11-01,0.002234637801416195,,,-0.0033840979842403307,
1955-12-01,-0.00037209302754881435,,,0.0,
1956-01-01,-0.0014897581898671852,,,0.006756782462879585,
1956-02-01,0.0011175266575591536,,,0.0033613477027047978,
1956-03-01,0.001116279185681801,,,0.003350086885281822,
1956-04-01,0.0014864365427338377,,,0.006666691358189425,
1956-05-01,0.003706453464848991,,,0.006622540760493401,
1956-06-01,0.004429686091588003,,,0.0,
1956-07-01,0.005143288340302643,,,-0.0033057881344995543,
1956-08-01,0.0007326007653665201,,,0.006600684031352166,
1956-09-01,0.0014635933823767822,,,0.0065574005461592755,
1956-10-01,0.0058330460684929974,,,0.0,
1956-11-01,0.0,,,0.0032626456348161526,
1956-12-01,0.004352563998841763,,,0.0032520353863776386,
1957-01-01,0.0014466548635096999,,,0.006472514505617255,
1957-02-01,0.004687226897756691,,,0.0,
1957-03-01,0.0021559476550683243,,,0.0,
1957-04-01,0.0025094116054256155,,,0.0032206147000422014,
1957-05-01,0.0025031302181184323,,,-0.0032206147000422014,
1957-06-01,0.00392087474323688,,,0.0032206147000422014,
1957-07-01,0.0028419202075804506,,,0.006410278360919008,
1957-08-01,0.003187535902350991,,,0.0031897953681001567,
1957-09-01,0.0014134277971469267,,,-0.0031897953681001567,
1957-10-01,0.0,,,-0.0032000027306708922,
1957-11-01,0.003172927040577367,,,0.0032000027306708922,
1957-12-01,0.002109705423849917,,,0.0031897953681001567,
1958-01-01,0.005953440802498378,,,0.0031796529173795385,
1958-02-01,0.0020927806731307896,,,0.0,
1958-03-01,0.005905870909268085,,,0.006329135051647672,
1958-04-01,0.002421727528494344,,,-0.003159560290368457,
